regulator	target_candidate	ortholog_module_status	ME	PE
b0683	b0108	1	0	0
b0683	b0109	1	0	0
b0683	b0110	1	0	0
b0683	b0111	0	0	0
b0683	b0112	1	0	0
b0683	b0113	1	0	0
b0683	b0114	1	0	0
b0683	b0115	1	0	0
b0683	b0116	1	0	0
b0683	b0117	0	0	0
b0683	b0118	1	0	0
b0683	b0119	0	0	0
b0683	b0120	1	0	0
b0683	b0121	1	0	0
b0683	b0122	0	0	0
b0683	b0123	1	0	0
b0683	b0124	1	0	0
b0683	b0125	0	0	0
b0683	b0126	1	0	0
b0683	b0127	1	0	0
b0683	b0128	1	0	0
b0683	b0129	0	0	0
b0683	b0130	0	0	0
b0683	b0131	1	0	0
b0683	b0132	0	0	0
b0683	b0133	1	0	0
b0683	b0134	1	0	0
b0683	b0135	0	0	0
b0683	b0136	0	0	0
b0683	b0137	0	0	0
b0683	b0138	0	0	0
b0683	b0139	1	0	0
b0683	b0140	1	1	0
b0683	b0141	0	0	0
b0683	b0142	1	0	0
b0683	b0143	1	0	0
b0683	b0144	1	0	0
b0683	b0145	1	0	0
b0683	b0146	1	0	0
b0683	b0147	1	0	0
b0683	b0148	1	0	0
b0683	b0149	1	0	0
b0683	b0150	1	1	0
b0683	b0151	0	0	0
b0683	b0152	0	0	0
b0683	b0153	0	0	0
b0683	b0154	1	0	0
b0683	b0155	0	0	0
b0683	b0156	1	0	0
b0683	b0157	0	0	0
b0683	b0158	1	0	0
b0683	b0159	0	0	0
b0683	b0160	1	0	0
b0683	b0161	1	0	0
b0683	b0162	1	0	0
b0683	b0163	0	0	0
b0683	b0164	0	0	0
b0683	b0166	0	0	0
b0683	b0167	1	0	0
b0683	b0168	1	0	0
b0683	b0169	1	0	0
b0683	b0170	1	0	0
b0683	b0171	1	0	0
b0683	b0172	1	0	0
b0683	b0173	1	0	0
b0683	b0174	1	0	0
b0683	b0175	1	0	0
b0683	b0176	1	0	0
b0683	b0177	1	0	0
b0683	b0178	0	0	0
b0683	b0179	1	0	0
b0683	b0180	1	0	0
b0683	b0181	1	0	0
b0683	b0182	1	0	0
b0683	b0183	1	0	0
b0683	b0184	1	0	0
b0683	b0185	1	0	0
b0683	b0186	0	0	0
b0683	b0187	0	0	0
b0683	b0188	1	0	0
b0683	b0189	0	0	0
b0683	b0190	1	0	0
b0683	b0191	1	0	0
b0683	b0192	0	0	0
b0683	b0193	0	1	0
b0683	b0194	1	0	0
b0683	b0195	1	0	0
b0683	b0196	0	0	0
b0683	b0197	1	0	0
b0683	b0198	1	0	0
b0683	b0199	1	0	0
b0683	b0200	1	0	0
b0683	b0207	1	0	0
b0683	b0208	1	0	0
b0683	b0209	0	0	0
b0683	b0210	1	0	0
b0683	b0211	1	0	0
b0683	b0212	1	0	0
b0683	b0213	1	0	0
b0683	b0214	1	0	0
b0683	b0215	1	0	0
b0683	b0217	0	0	0
b0683	b0218	0	0	0
b0683	b0219	1	0	0
b0683	b0220	1	0	0
b0683	b0221	1	0	0
b0683	b0222	0	0	0
b0683	b0223	1	0	0
b0683	b0224	1	0	0
b0683	b0225	0	0	0
b0683	b0226	0	0	0
b0683	b0227	1	0	0
b0683	b0228	1	0	0
b0683	b0229	0	0	0
b0683	b0230	0	0	0
b0683	b0231	1	0	0
b0683	b0232	0	0	0
b0683	b0233	0	0	0
b0683	b0234	0	0	0
b0683	b0235	0	0	0
b0683	b0236	0	0	0
b0683	b0237	0	0	0
b0683	b0238	0	0	0
b0683	b0239	0	0	0
b0683	b0240	0	0	0
b0683	b0241	0	0	0
b0683	b0242	1	0	0
b0683	b0243	1	0	0
b0683	b0245	0	0	0
b0683	b0246	0	0	0
b0683	b0247	0	0	0
b0683	b0248	0	0	0
b0683	b0249	0	0	0
b0683	b0250	0	0	0
b0683	b0251	0	0	0
b0683	b0252	0	0	0
b0683	b0253	0	0	0
b0683	b0254	0	0	0
b0683	b0256	0	0	0
b0683	b0258	0	0	0
b0683	b0259	0	0	0
b0683	b0260	1	0	0
b0683	b0261	0	0	0
b0683	b0262	0	0	0
b0683	b0263	0	0	0
b0683	b0264	0	0	0
b0683	b0265	0	0	0
b0683	b0266	0	0	0
b0683	b0267	0	0	0
b0683	b0268	0	0	0
b0683	b0269	0	0	0
b0683	b0270	0	0	0
b0683	b0271	0	0	0
b0683	b0272	1	0	0
b0683	b0273	1	1	0
b0683	b0274	0	0	0
b0683	b0275	0	0	0
b0683	b0276	0	0	0
b0683	b0277	0	0	0
b0683	b0278	0	0	0
b0683	b0279	0	0	0
b0683	b0280	0	0	0
b0683	b0281	0	0	0
b0683	b0283	0	0	0
b0683	b0284	1	0	0
b0683	b0285	1	0	0
b0683	b0286	1	0	0
b0683	b0287	0	0	0
b0683	b0288	1	0	0
b0683	b0289	0	0	0
b0683	b0290	0	1	0
b0683	b0291	0	0	0
b0683	b0292	0	0	0
b0683	b0293	0	0	0
b0683	b0294	0	0	0
b0683	b0295	0	0	0
b0683	b0296	1	0	0
b0683	b0297	0	0	0
b0683	b0298	0	0	0
b0683	b0299	1	0	0
b0683	b0300	0	0	0
b0683	b0301	0	0	0
b0683	b0303	0	0	0
b0683	b0304	0	0	0
b0683	b0305	1	0	0
b0683	b0306	0	0	0
b0683	b0307	0	0	0
b0683	b0308	0	0	0
b0683	b0310	0	0	0
b0683	b0311	1	0	0
b0683	b0312	1	0	0
b0683	b0313	1	0	0
b0683	b0314	1	0	0
b0683	b0315	0	0	0
b0683	b0316	0	0	0
b0683	b0317	0	0	0
b0683	b0318	1	0	0
b0683	b0319	0	0	0
b0683	b0320	0	0	0
b0683	b0321	0	0	0
b0683	b0323	0	0	0
b0683	b0324	0	0	0
b0683	b0325	1	0	0
b0683	b0326	0	0	0
b0683	b0327	0	0	0
b0683	b0328	1	0	0
b0683	b0329	0	0	0
b0683	b0330	0	0	0
b0683	b0331	1	0	0
b0683	b0333	1	0	0
b0683	b0334	1	0	0
b0683	b0335	1	0	0
b0683	b0336	1	0	0
b0683	b0337	1	0	0
b0683	b0338	1	0	0
b0683	b0339	1	0	0
b0683	b0340	1	0	0
b0683	b0341	1	0	0
b0683	b0342	0	0	0
b0683	b0343	0	0	0
b0683	b0344	0	0	0
b0683	b0345	0	0	0
b0683	b0346	1	0	0
b0683	b0347	0	0	0
b0683	b0348	0	0	0
b0683	b0349	1	0	0
b0683	b0350	1	0	0
b0683	b0351	0	0	0
b0683	b0352	0	0	0
b0683	b0353	1	0	0
b0683	b0354	1	0	0
b0683	b0355	0	0	0
b0683	b0356	1	0	0
b0683	b0357	0	0	0
b0683	b0358	0	0	0
b0683	b0360	0	0	0
b0683	b0361	0	0	0
b0683	b0363	0	0	0
b0683	b0364	0	0	0
b0683	b0365	1	0	0
b0683	b0366	1	0	0
b0683	b0367	1	0	0
b0683	b0368	1	0	0
b0683	b0369	1	0	0
b0683	b0372	1	0	0
b0683	b0373	0	0	0
b0683	b0375	0	0	0
b0683	b0376	0	0	0
b0683	b0377	0	0	0
b0683	b0378	1	0	0
b0683	b0379	0	0	0
b0683	b0380	0	0	0
b0683	b0381	0	0	0
b0683	b0382	0	0	0
b0683	b0383	1	0	0
b0683	b0384	1	0	0
b0683	b0385	1	0	0
b0683	b0386	1	0	0
b0683	b0387	1	0	0
b0683	b0388	0	0	0
b0683	b0389	0	0	0
b0683	b0390	0	0	0
b0683	b0391	1	0	0
b0683	b0392	0	0	0
b0683	b0393	1	0	0
b0683	b0394	0	0	0
b0683	b0396	0	0	0
b0683	b0397	1	0	0
b0683	b0398	1	0	0
b0683	b0399	1	0	0
b0683	b0400	1	0	0
b0683	b0401	1	0	0
b0683	b0402	1	0	0
b0683	b0403	0	0	0
b0683	b0404	1	0	0
b0683	b0405	1	0	0
b0683	b0406	1	0	0
b0683	b0407	1	0	0
b0683	b0408	1	0	0
b0683	b0409	1	0	0
b0683	b0410	0	0	0
b0683	b0411	1	0	0
b0683	b0412	0	0	0
b0683	b0413	1	0	0
b0683	b0414	1	0	0
b0683	b0415	1	0	0
b0683	b0416	1	0	0
b0683	b0417	1	0	0
b0683	b0418	1	0	0
b0683	b0419	1	0	0
b0683	b0420	1	0	0
b0683	b0421	1	0	0
b0683	b0422	1	0	0
b0683	b0423	1	0	0
b0683	b0424	0	0	0
b0683	b0425	1	0	0
b0683	b0426	1	0	0
b0683	b0427	1	0	0
b0683	b0428	1	0	0
b0683	b0429	1	0	0
b0683	b0430	1	0	0
b0683	b0431	1	0	0
b0683	b0432	1	1	0
b0683	b0433	1	0	0
b0683	b0434	0	0	0
b0683	b0435	1	0	0
b0683	b0436	1	0	0
b0683	b0437	1	0	0
b0683	b0438	1	0	0
b0683	b0439	1	0	0
b0683	b0440	1	1	0
b0683	b0441	1	0	0
b0683	b0442	1	0	0
b0683	b0443	0	0	0
b0683	b0444	1	0	0
b0683	b0445	0	0	0
b0683	b0446	0	0	0
b0683	b0447	0	0	0
b0683	b0448	0	0	0
b0683	b0449	0	0	0
b0683	b0450	1	0	0
b0683	b0451	1	0	0
b0683	b0452	1	0	0
b0683	b0453	1	0	0
b0683	b0454	1	0	0
b0683	b0456	0	0	0
b0683	b0457	1	0	0
b0683	b0458	0	0	0
b0683	b0459	1	0	0
b0683	b0460	0	0	0
b0683	b0461	0	0	0
b0683	b0462	1	0	0
b0683	b0463	1	0	0
b0683	b0464	1	0	0
b0683	b0465	1	0	0
b0683	b0466	0	0	0
b0683	b0467	0	0	0
b0683	b0468	1	0	0
b0683	b0469	1	0	0
b0683	b0470	1	0	0
b0683	b0471	1	0	0
b0683	b0472	1	0	0
b0683	b0473	1	0	0
b0683	b0474	1	0	0
b0683	b0475	1	0	0
b0683	b0476	1	0	0
b0683	b0477	0	0	0
b0683	b0478	1	0	0
b0683	b0479	0	0	0
b0683	b0480	0	0	0
b0683	b0481	1	0	0
b0683	b0482	0	0	0
b0683	b0483	1	0	0
b0683	b0484	1	0	0
b0683	b0485	0	0	0
b0683	b0486	0	0	0
b0683	b0487	1	0	0
b0683	b0488	1	0	0
b0683	b0489	1	0	0
b0683	b0490	0	0	0
b0683	b0491	0	0	0
b0683	b0492	1	0	0
b0683	b0493	1	0	0
b0683	b0494	1	0	0
b0683	b0495	1	0	0
b0683	b0496	1	0	0
b0683	b0497	1	0	1
b0683	b0498	0	0	0
b0683	b0499	0	0	0
b0683	b0502	0	0	0
b0683	b0503	1	0	0
b0683	b0504	1	0	0
b0683	b0505	1	0	0
b0683	b0506	1	0	0
b0683	b0507	1	0	0
b0683	b0508	1	0	0
b0683	b0509	1	1	0
b0683	b0511	1	0	0
b0683	b0512	0	0	0
b0683	b0513	0	0	0
b0683	b0514	1	0	0
b0683	b0515	1	0	0
b0683	b0516	1	0	0
b0683	b0517	1	0	0
b0683	b0518	0	0	0
b0683	b0520	0	0	0
b0683	b0521	1	0	0
b0683	b0522	1	0	0
b0683	b0523	1	0	0
b0683	b0524	1	0	0
b0683	b0525	1	0	0
b0683	b0526	1	0	0
b0683	b0527	1	0	0
b0683	b0528	0	0	0
b0683	b0529	1	0	0
b0683	b0530	0	0	0
b0683	b0531	0	0	0
b0683	b0532	1	0	0
b0683	b0533	0	0	0
b0683	b0534	1	0	0
b0683	b0535	1	0	0
b0683	b0537	1	0	0
b0683	b0539	0	0	0
b0683	b0540	0	0	0
b0683	b0541	1	0	0
b0683	b0542	0	0	0
b0683	b0543	1	0	0
b0683	b0544	0	0	0
b0683	b0545	0	0	0
b0683	b0546	0	0	0
b0683	b0547	0	0	0
b0683	b0548	0	0	0
b0683	b0549	0	0	0
b0683	b0550	0	0	0
b0683	b0551	0	0	0
b0683	b0552	0	0	0
b0683	b0553	0	0	0
b0683	b0554	0	0	0
b0683	b0555	0	0	0
b0683	b0556	0	0	0
b0683	b0557	0	0	0
b0683	b0558	0	0	0
b0683	b0559	0	0	0
b0683	b0560	0	1	0
b0683	b0561	0	1	0
b0683	b0562	0	0	0
b0683	b0563	0	0	0
b0683	b0564	0	0	0
b0683	b0565	0	0	0
b0683	b0566	0	0	0
b0683	b0567	0	0	0
b0683	b0568	1	0	0
b0683	b0569	0	0	0
b0683	b0570	1	0	0
b0683	b0571	1	0	0
b0683	b0572	1	0	0
b0683	b0573	0	0	0
b0683	b0574	0	0	0
b0683	b0575	1	0	0
b0683	b0576	0	0	0
b0683	b0577	1	0	0
b0683	b0578	0	0	0
b0683	b0579	0	0	0
b0683	b0580	0	0	0
b0683	b0581	1	0	0
b0683	b0582	0	0	0
b0683	b0583	1	0	0
b0683	b0584	1	1	0
b0683	b0585	1	1	0
b0683	b0586	1	0	0
b0683	b0587	0	0	0
b0683	b0588	1	0	0
b0683	b0589	1	0	0
b0683	b0590	1	1	0
b0683	b0591	0	1	0
b0683	b0592	1	1	0
b0683	b0593	1	1	1
b0683	b0594	1	0	0
b0683	b0595	1	0	0
b0683	b0596	1	0	0
b0683	b0597	1	0	0
b0683	b0598	0	0	0
b0683	b0599	0	0	0
b0683	b0600	1	0	0
b0683	b0601	1	0	0
b0683	b0602	1	0	0
b0683	b0603	0	0	0
b0683	b0604	1	0	0
b0683	b0605	1	0	0
b0683	b0606	1	0	0
b0683	b0607	1	0	0
b0683	b0608	1	0	0
b0683	b0610	1	0	0
b0683	b0611	0	0	0
b0683	b0612	0	0	0
b0683	b0613	1	0	0
b0683	b0614	0	0	0
b0683	b0615	0	0	0
b0683	b0616	1	0	0
b0683	b0617	0	0	0
b0683	b0618	0	0	0
b0683	b0619	0	0	0
b0683	b0620	0	0	0
b0683	b0621	0	0	0
b0683	b0622	0	0	0
b0683	b0623	1	0	0
b0683	b0624	1	0	0
b0683	b0627	1	0	0
b0683	b0628	1	0	0
b0683	b0629	0	0	0
b0683	b0630	1	0	0
b0683	b0631	1	0	0
b0683	b0632	1	0	0
b0683	b0633	1	0	0
b0683	b0634	1	0	0
b0683	b0635	1	0	0
b0683	b0636	1	0	0
b0683	b0637	1	0	0
b0683	b0638	1	0	0
b0683	b0639	1	0	0
b0683	b0640	1	0	0
b0683	b0641	0	0	0
b0683	b0642	1	0	0
b0683	b0643	0	0	0
b0683	b0644	1	1	1
b0683	b0645	0	1	0
b0683	b0646	0	0	0
b0683	b0647	0	0	0
b0683	b0648	0	0	0
b0683	b0649	0	0	0
b0683	b0650	0	1	0
b0683	b0651	1	0	0
b0683	b0652	1	0	0
b0683	b0653	1	0	0
b0683	b0654	1	0	0
b0683	b0655	1	0	0
b0683	b0656	0	0	0
b0683	b0657	1	0	0
b0683	b0658	1	0	0
b0683	b0659	1	0	0
b0683	b0660	1	0	0
b0683	b0661	1	0	0
b0683	b0662	0	0	0
b0683	b0674	1	0	0
b0683	b0675	1	0	0
b0683	b0676	0	0	0
b0683	b0677	1	0	0
b0683	b0678	0	0	0
b0683	b0679	1	0	0
b0683	b0680	1	0	0
b0683	b0681	1	0	0
b0683	b0682	0	0	0
b0683	b0683	1	1	0
b0683	b0684	0	0	0
b0683	b0685	0	0	0
b0683	b0686	0	0	0
b0683	b0687	0	0	0
b0683	b0688	0	0	0
b0683	b0689	0	0	0
b0683	b0691	0	0	0
b0683	b0692	0	0	0
b0683	b0693	0	0	0
b0683	b0694	1	0	0
b0683	b0695	1	0	0
b0683	b0696	1	0	0
b0683	b0697	1	0	0
b0683	b0698	1	0	0
b0683	b0699	0	0	0
b0683	b0700	1	0	1
b0683	b0702	0	0	0
b0683	b0703	0	0	0
b0683	b0704	0	0	0
b0683	b0705	0	0	0
b0683	b0706	0	0	0
b0683	b0707	1	0	0
b0683	b0708	1	0	0
b0683	b0709	0	0	0
b0683	b0710	1	0	0
b0683	b0711	1	0	0
b0683	b0712	1	0	0
b0683	b0713	1	0	0
b0683	b0714	0	0	0
b0683	b0715	0	0	0
b0683	b0716	1	0	0
b0683	b0717	0	0	0
b0683	b0718	0	0	0
b0683	b0719	0	0	0
b0683	b0720	1	0	0
b0683	b0721	1	0	0
b0683	b0722	1	0	0
b0683	b0723	1	0	0
b0683	b0724	1	0	0
b0683	b0726	1	0	0
b0683	b0727	1	0	0
b0683	b0728	1	0	0
b0683	b0729	1	0	0
b0683	b0730	0	0	0
b0683	b0731	0	0	0
b0683	b0732	0	0	0
b0683	b0733	1	0	0
b0683	b0734	1	0	0
b0683	b0735	0	0	0
b0683	b0736	1	0	0
b0683	b0737	1	0	0
b0683	b0738	0	0	0
b0683	b0739	0	0	0
b0683	b0740	1	0	0
b0683	b0741	1	0	0
b0683	b0742	1	0	0
b0683	b0750	1	0	0
b0683	b0751	1	0	0
b0683	b0752	1	0	0
b0683	b0753	0	0	0
b0683	b0754	0	0	0
b0683	b0755	0	1	0
b0683	b0756	0	0	0
b0683	b0757	0	0	0
b0683	b0758	0	0	0
b0683	b0759	1	0	0
b0683	b0760	0	0	0
b0683	b0761	1	0	0
b0683	b0762	0	0	0
b0683	b0763	1	0	0
b0683	b0764	0	0	0
b0683	b0765	1	0	0
b0683	b0766	0	0	0
b0683	b0767	1	0	0
b0683	b0768	1	0	0
b0683	b0769	1	0	0
b0683	b0770	0	0	0
b0683	b0771	0	0	0
b0683	b0772	0	0	0
b0683	b0773	0	0	0
b0683	b0774	1	0	0
b0683	b0775	1	0	0
b0683	b0776	1	0	0
b0683	b0777	1	0	0
b0683	b0778	1	0	0
b0683	b0779	1	0	0
b0683	b0780	0	0	0
b0683	b0781	1	0	0
b0683	b0782	1	0	0
b0683	b0783	1	0	0
b0683	b0784	1	0	0
b0683	b0785	1	0	0
b0683	b0786	0	0	0
b0683	b0787	0	0	0
b0683	b0788	1	0	0
b0683	b0789	1	0	0
b0683	b0790	1	0	0
b0683	b0791	0	0	0
b0683	b0792	0	0	0
b0683	b0793	0	0	0
b0683	b0794	0	0	0
b0683	b0795	0	0	0
b0683	b0796	0	0	0
b0683	b0797	1	0	0
b0683	b0798	1	0	0
b0683	b0799	1	0	0
b0683	b0800	1	0	0
b0683	b0801	1	0	0
b0683	b0802	0	0	0
b0683	b0803	1	0	0
b0683	b0804	1	0	0
b0683	b0805	1	1	1
b0683	b0806	0	0	0
b0683	b0807	1	0	0
b0683	b0808	1	0	0
b0683	b0809	0	0	0
b0683	b0810	1	0	0
b0683	b0811	0	0	0
b0683	b0812	1	0	0
b0683	b0813	1	0	0
b0683	b0814	0	0	0
b0683	b0815	0	0	0
b0683	b0817	0	0	0
b0683	b0818	0	0	0
b0683	b0819	1	0	0
b0683	b0820	1	0	0
b0683	b0821	0	0	0
b0683	b0822	0	0	0
b0683	b0823	0	0	0
b0683	b0824	0	0	0
b0683	b0825	0	0	0
b0683	b0826	1	0	0
b0683	b0827	1	0	0
b0683	b0828	0	0	0
b0683	b0829	0	0	0
b0683	b0830	0	0	0
b0683	b0831	0	0	0
b0683	b0832	0	0	0
b0683	b0833	0	0	0
b0683	b0834	0	0	0
b0683	b0835	1	0	0
b0683	b0836	0	0	0
b0683	b0837	1	0	0
b0683	b0838	1	0	0
b0683	b0839	1	0	0
b0683	b0840	0	0	0
b0683	b0841	0	0	0
b0683	b0842	0	0	0
b0683	b0843	0	0	0
b0683	b0844	0	0	0
b0683	b0845	1	0	0
b0683	b0846	1	0	0
b0683	b0847	0	0	0
b0683	b0848	0	0	0
b0683	b0849	0	0	0
b0683	b0850	0	0	0
b0683	b0851	0	0	0
b0683	b0852	1	0	0
b0683	b0853	0	0	0
b0683	b0854	1	0	0
b0683	b0855	1	0	0
b0683	b0856	1	0	0
b0683	b0857	1	0	0
b0683	b0858	0	0	0
b0683	b0859	0	0	0
b0683	b0860	1	0	0
b0683	b0861	0	0	0
b0683	b0862	1	0	0
b0683	b0863	0	0	0
b0683	b0864	0	0	0
b0683	b0865	0	0	0
b0683	b0866	0	0	0
b0683	b0867	1	0	0
b0683	b0868	1	0	0
b0683	b0869	1	0	0
b0683	b0870	1	0	0
b0683	b0871	1	0	0
b0683	b0872	1	0	0
b0683	b0873	0	0	0
b0683	b0874	0	0	0
b0683	b0875	1	0	0
b0683	b0876	0	0	0
b0683	b0877	0	0	0
b0683	b0878	1	0	0
b0683	b0879	1	0	0
b0683	b0880	1	0	0
b0683	b0881	1	0	0
b0683	b0882	1	0	0
b0683	b0884	1	0	0
b0683	b0885	1	0	0
b0683	b0886	0	0	0
b0683	b0887	0	0	0
b0683	b0888	1	0	0
b0683	b0889	1	0	0
b0683	b0890	1	0	0
b0683	b0891	1	0	0
b0683	b0892	1	0	0
b0683	b0893	1	0	0
b0683	b0894	0	0	0
b0683	b0895	0	0	0
b0683	b0896	0	0	0
b0683	b0897	1	0	0
b0683	b0898	1	0	0
b0683	b0899	0	0	0
b0683	b0900	1	0	0
b0683	b0901	0	0	0
b0683	b0902	1	0	0
b0683	b0903	0	0	0
b0683	b0904	0	0	0
b0683	b0905	1	0	0
b0683	b0906	0	0	0
b0683	b0907	1	0	0
b0683	b0908	0	0	0
b0683	b0909	1	0	0
b0683	b0910	1	0	0
b0683	b0911	1	0	0
b0683	b0912	1	0	0
b0683	b0913	1	0	0
b0683	b0914	1	0	0
b0683	b0915	1	0	0
b0683	b0916	1	0	0
b0683	b0917	1	0	0
b0683	b0918	1	0	0
b0683	b0919	0	0	0
b0683	b0920	0	0	0
b0683	b0921	1	0	0
b0683	b0922	0	0	0
b0683	b0923	0	0	0
b0683	b0924	0	0	0
b0683	b0925	0	0	0
b0683	b0926	0	0	0
b0683	b0927	1	0	0
b0683	b0928	0	0	0
b0683	b0929	0	0	0
b0683	b0930	0	0	0
b0683	b0931	1	0	0
b0683	b0932	1	0	0
b0683	b0933	1	0	0
b0683	b0934	1	0	0
b0683	b0935	1	0	0
b0683	b0936	1	0	0
b0683	b0937	1	1	0
b0683	b0938	0	1	0
b0683	b0939	0	0	0
b0683	b0940	1	0	0
b0683	b0941	0	0	0
b0683	b0942	0	0	0
b0683	b0943	0	0	0
b0683	b0944	0	0	0
b0683	b0945	1	0	0
b0683	b0946	0	0	0
b0683	b0947	1	0	0
b0683	b0948	1	0	0
b0683	b0949	1	0	0
b0683	b0950	0	0	0
b0683	b0951	0	0	0
b0683	b0952	0	0	0
b0683	b0953	1	0	0
b0683	b0954	1	0	0
b0683	b0955	1	0	0
b0683	b0956	0	0	0
b0683	b0957	0	0	0
b0683	b0958	0	1	0
b0683	b0959	0	1	0
b0683	b0960	1	0	0
b0683	b0961	0	0	0
b0683	b0962	0	0	0
b0683	b0963	0	0	0
b0683	b0964	0	0	0
b0683	b0965	0	0	0
b0683	b0966	0	0	0
b0683	b0967	1	0	0
b0683	b0968	1	0	0
b0683	b0969	1	0	0
b0683	b0970	1	0	0
b0683	b0972	0	0	0
b0683	b0973	0	0	0
b0683	b0974	0	0	0
b0683	b0975	0	0	0
b0683	b0976	0	0	0
b0683	b0977	0	0	0
b0683	b0978	1	0	0
b0683	b0979	1	0	0
b0683	b0980	0	0	0
b0683	b0981	1	0	0
b0683	b0982	1	0	0
b0683	b0983	1	0	0
b0683	b0984	0	0	0
b0683	b0985	0	0	0
b0683	b0986	0	0	0
b0683	b0987	0	0	0
b0683	b0988	0	0	0
b0683	b0989	0	0	0
b0683	b0990	1	0	0
b0683	b0991	0	0	0
b0683	b0992	1	0	0
b0683	b0993	0	0	0
b0683	b0994	0	0	0
b0683	b0995	1	0	0
b0683	b0996	0	0	0
b0683	b0997	0	0	0
b0683	b0998	0	0	0
b0683	b0999	0	0	0
b0683	b1000	0	0	0
b0683	b1001	0	0	0
b0683	b1002	0	0	0
b0683	b1003	0	0	0
b0683	b1004	1	0	0
b0683	b1006	0	0	0
b0683	b1007	1	0	0
b0683	b1008	0	0	0
b0683	b1009	1	0	0
b0683	b1010	0	0	0
b0683	b1011	1	0	0
b0683	b1012	0	0	0
b0683	b1013	1	0	0
b0683	b1014	1	0	0
b0683	b1015	1	0	0
b0683	b1018	0	0	0
b0683	b1019	0	0	0
b0683	b1020	0	0	0
b0683	b1021	0	0	0
b0683	b1022	1	0	0
b0683	b1023	0	1	0
b0683	b1024	0	0	0
b0683	b1025	1	0	0
b0683	b1026	1	0	0
b0683	b1027	0	0	0
b0683	b1028	0	0	0
b0683	b1029	0	0	0
b0683	b1033	1	0	0
b0683	b1034	0	0	0
b0683	b1035	0	0	0
b0683	b1036	0	0	0
b0683	b1037	0	0	0
b0683	b1038	0	0	0
b0683	b1039	0	0	0
b0683	b1040	0	0	0
b0683	b1041	0	0	0
b0683	b1042	0	0	0
b0683	b1043	0	0	0
b0683	b1044	0	0	0
b0683	b1045	1	0	0
b0683	b1046	1	0	0
b0683	b1047	0	0	0
b0683	b1048	1	0	0
b0683	b1049	1	0	0
b0683	b1050	0	0	0
b0683	b1051	0	0	0
b0683	b1053	0	0	0
b0683	b1054	1	0	0
b0683	b1055	1	0	0
b0683	b1056	1	0	0
b0683	b1057	1	1	0
b0683	b1058	0	0	0
b0683	b1059	0	0	0
b0683	b1060	0	0	0
b0683	b1061	0	0	0
b0683	b1062	1	0	0
b0683	b1063	0	0	0
b0683	b1064	1	0	0
b0683	b1065	0	0	0
b0683	b1066	1	0	0
b0683	b1067	1	0	0
