regulator	target_candidate	ortholog_module_status	ME	PE
b4043	b0234	0	0	0
b4043	b0235	0	0	0
b4043	b0236	0	0	0
b4043	b0237	0	0	0
b4043	b0238	0	0	0
b4043	b0239	0	0	0
b4043	b0240	0	0	0
b4043	b0241	0	0	0
b4043	b0242	1	0	0
b4043	b0243	1	0	0
b4043	b0245	0	0	0
b4043	b0246	0	0	0
b4043	b0247	0	0	0
b4043	b0248	0	0	0
b4043	b0249	0	0	0
b4043	b0250	0	0	0
b4043	b0251	0	0	0
b4043	b0252	0	0	0
b4043	b0253	0	0	0
b4043	b0254	0	0	0
b4043	b0256	0	0	0
b4043	b0258	0	0	0
b4043	b0259	0	0	0
b4043	b0260	1	0	0
b4043	b0261	0	1	0
b4043	b0262	0	0	0
b4043	b0263	0	0	0
b4043	b0264	0	0	0
b4043	b0265	0	0	0
b4043	b0266	0	0	0
b4043	b0267	0	0	0
b4043	b0268	0	0	0
b4043	b0269	0	0	0
b4043	b0270	0	0	0
b4043	b0271	0	0	0
b4043	b0272	1	0	0
b4043	b0273	1	0	0
b4043	b0274	0	0	0
b4043	b0275	0	0	0
b4043	b0276	0	0	0
b4043	b0277	0	0	0
b4043	b0278	0	0	0
b4043	b0279	0	0	0
b4043	b0280	0	0	0
b4043	b0281	0	0	0
b4043	b0283	0	0	0
b4043	b0284	1	0	0
b4043	b0285	1	0	0
b4043	b0286	1	0	0
b4043	b0287	0	0	0
b4043	b0288	1	0	0
b4043	b0289	0	0	0
b4043	b0290	0	0	0
b4043	b0291	0	0	0
b4043	b0292	0	0	0
b4043	b0293	0	0	0
b4043	b0294	0	0	0
b4043	b0295	0	0	0
b4043	b0296	1	0	0
b4043	b0297	0	0	0
b4043	b0298	0	0	0
b4043	b0299	1	0	0
b4043	b0300	0	0	0
b4043	b0301	0	0	0
b4043	b0303	0	0	0
b4043	b0304	0	0	0
b4043	b0305	1	0	0
b4043	b0306	0	0	0
b4043	b0307	0	0	0
b4043	b0308	0	0	0
b4043	b0310	0	0	0
b4043	b0311	1	0	0
b4043	b0312	1	0	0
b4043	b0313	1	0	0
b4043	b0314	1	0	0
b4043	b0315	0	0	0
b4043	b0316	0	0	0
b4043	b0317	0	0	0
b4043	b0318	1	0	0
b4043	b0319	0	0	0
b4043	b0320	0	0	0
b4043	b0321	0	0	0
b4043	b0323	0	0	0
b4043	b0324	0	0	0
b4043	b0325	1	0	0
b4043	b0326	0	0	0
b4043	b0327	0	0	0
b4043	b0328	1	0	0
b4043	b0329	0	0	0
b4043	b0330	0	0	0
b4043	b0331	1	0	0
b4043	b0333	1	0	0
b4043	b0334	1	0	0
b4043	b0335	1	0	0
b4043	b0336	1	0	0
b4043	b0337	1	0	0
b4043	b0338	1	0	0
b4043	b0339	1	0	0
b4043	b0340	1	0	0
b4043	b0341	1	0	0
b4043	b0342	0	0	0
b4043	b0343	0	0	0
b4043	b0344	0	0	0
b4043	b0345	0	0	0
b4043	b0346	1	0	0
b4043	b0347	0	0	0
b4043	b0348	0	0	0
b4043	b0349	1	0	0
b4043	b0350	1	0	0
b4043	b0351	0	0	0
b4043	b0352	0	0	0
b4043	b0353	1	0	0
b4043	b0354	1	0	0
b4043	b0355	0	0	0
b4043	b0356	1	0	0
b4043	b0357	0	0	0
b4043	b0358	0	0	0
b4043	b0360	0	0	0
b4043	b0361	0	0	0
b4043	b0363	0	0	0
b4043	b0364	0	0	0
b4043	b0365	1	0	0
b4043	b0366	1	0	0
b4043	b0367	1	0	0
b4043	b0368	1	0	0
b4043	b0369	1	0	0
b4043	b0372	1	0	0
b4043	b0373	0	0	0
b4043	b0375	0	0	0
b4043	b0376	0	0	0
b4043	b0377	0	0	0
b4043	b0378	1	0	0
b4043	b0379	0	0	0
b4043	b0380	0	0	0
b4043	b0381	0	0	0
b4043	b0382	0	0	0
b4043	b0383	1	0	0
b4043	b0384	1	0	0
b4043	b0385	1	0	0
b4043	b0386	1	0	0
b4043	b0387	1	0	0
b4043	b0388	0	0	0
b4043	b0389	0	0	0
b4043	b0390	0	0	0
b4043	b0391	1	0	0
b4043	b0392	0	0	0
b4043	b0393	1	0	0
b4043	b0394	0	0	0
b4043	b0396	0	0	0
b4043	b0397	1	0	0
b4043	b0398	1	0	0
b4043	b0399	1	0	0
b4043	b0400	1	0	0
b4043	b0401	1	0	0
b4043	b0402	1	0	0
b4043	b0403	0	0	0
b4043	b0404	1	0	0
b4043	b0405	1	0	0
b4043	b0406	1	0	0
b4043	b0407	1	0	0
b4043	b0408	1	0	0
b4043	b0409	1	0	0
b4043	b0410	0	0	0
b4043	b0411	1	0	0
b4043	b0412	0	0	0
b4043	b0413	1	0	0
b4043	b0414	1	0	0
b4043	b0415	1	0	0
b4043	b0416	1	0	0
b4043	b0417	1	0	0
b4043	b0418	1	0	0
b4043	b0419	1	0	0
b4043	b0420	1	0	0
b4043	b0421	1	0	0
b4043	b0422	1	0	0
b4043	b0423	1	0	0
b4043	b0424	0	0	0
b4043	b0425	1	0	0
b4043	b0426	1	0	0
b4043	b0427	1	0	0
b4043	b0428	1	0	0
b4043	b0429	1	0	0
b4043	b0430	1	0	0
b4043	b0431	1	0	0
b4043	b0432	1	0	0
b4043	b0433	1	0	0
b4043	b0434	0	0	0
b4043	b0435	1	0	0
b4043	b0436	1	0	0
b4043	b0437	1	0	0
b4043	b0438	1	0	0
b4043	b0439	1	0	0
b4043	b0440	1	0	0
b4043	b0441	1	0	0
b4043	b0442	1	0	0
b4043	b0443	0	0	0
b4043	b0444	1	0	0
b4043	b0445	0	0	0
b4043	b0446	0	0	0
b4043	b0447	0	0	0
b4043	b0448	0	0	0
b4043	b0449	0	0	0
b4043	b0450	1	0	0
b4043	b0451	1	0	0
b4043	b0452	1	0	0
b4043	b0453	1	0	0
b4043	b0454	1	0	0
b4043	b0456	0	0	0
b4043	b0457	1	0	0
b4043	b0458	0	0	0
b4043	b0459	1	0	0
b4043	b0460	0	0	0
b4043	b0461	0	0	0
b4043	b0462	1	0	0
b4043	b0463	1	0	0
b4043	b0464	1	0	0
b4043	b0465	1	0	0
b4043	b0466	0	0	0
b4043	b0467	0	0	0
b4043	b0468	1	0	0
b4043	b0469	1	0	0
b4043	b0470	1	0	0
b4043	b0471	1	0	0
b4043	b0472	1	0	0
b4043	b0473	1	0	0
b4043	b0474	1	0	0
b4043	b0475	1	0	0
b4043	b0476	1	0	0
b4043	b0477	0	0	0
b4043	b0478	1	0	0
b4043	b0479	0	0	0
b4043	b0480	0	0	0
b4043	b0481	1	0	0
b4043	b0482	0	0	0
b4043	b0483	1	0	0
b4043	b0484	1	0	0
b4043	b0485	0	0	0
b4043	b0486	0	0	0
b4043	b0487	1	0	0
b4043	b0488	1	0	0
b4043	b0489	1	0	0
b4043	b0490	0	0	0
b4043	b0491	0	0	0
b4043	b0492	1	0	0
b4043	b0493	1	0	0
b4043	b0494	1	0	0
b4043	b0495	1	0	0
b4043	b0496	1	0	0
b4043	b0497	1	0	0
b4043	b0498	0	0	0
b4043	b0499	0	0	0
b4043	b0502	0	0	0
b4043	b0503	1	0	0
b4043	b0504	1	0	0
b4043	b0505	1	0	0
b4043	b0506	1	0	0
b4043	b0507	1	0	0
b4043	b0508	1	0	0
b4043	b0509	1	0	0
b4043	b0511	1	0	0
b4043	b0512	0	0	0
b4043	b0513	0	0	0
b4043	b0514	1	0	0
b4043	b0515	1	0	0
b4043	b0516	1	0	0
b4043	b0517	1	0	0
b4043	b0518	0	0	0
b4043	b0520	0	0	0
b4043	b0521	1	0	0
b4043	b0522	1	0	0
b4043	b0523	1	0	0
b4043	b0524	1	0	0
b4043	b0525	1	0	0
b4043	b0526	1	0	0
b4043	b0527	1	0	0
b4043	b0528	0	0	0
b4043	b0529	1	0	0
b4043	b0530	0	0	0
b4043	b0531	0	0	0
b4043	b0532	1	0	0
b4043	b0533	0	0	0
b4043	b0534	1	0	0
b4043	b0535	1	0	0
b4043	b0537	1	0	0
b4043	b0539	0	0	0
b4043	b0540	0	0	0
b4043	b0541	1	0	0
b4043	b0542	0	0	0
b4043	b0543	1	0	0
b4043	b0544	0	0	0
b4043	b0545	0	0	0
b4043	b0546	0	0	0
b4043	b0547	0	0	0
b4043	b0548	0	0	0
b4043	b0549	0	0	0
b4043	b0550	0	0	0
b4043	b0551	0	0	0
b4043	b0552	0	0	0
b4043	b0553	0	0	0
b4043	b0554	0	0	0
b4043	b0555	0	0	0
b4043	b0556	0	0	0
b4043	b0557	0	0	0
b4043	b0558	0	0	0
b4043	b0559	0	0	0
b4043	b0560	0	0	0
b4043	b0561	0	0	0
b4043	b0562	0	0	0
b4043	b0563	0	0	0
b4043	b0564	0	0	0
b4043	b0565	0	0	0
b4043	b0566	0	0	0
b4043	b0567	0	0	0
b4043	b0568	1	0	0
b4043	b0569	0	0	0
b4043	b0570	1	0	0
b4043	b0571	1	0	0
b4043	b0572	1	0	0
b4043	b0573	0	0	0
b4043	b0574	0	0	0
b4043	b0575	1	0	0
b4043	b0576	0	0	0
b4043	b0577	1	0	0
b4043	b0578	0	0	0
b4043	b0579	0	0	0
b4043	b0580	0	0	0
b4043	b0581	1	1	0
b4043	b0582	0	0	0
b4043	b0583	1	0	0
b4043	b0584	1	0	0
b4043	b0585	1	0	0
b4043	b0586	1	0	0
b4043	b0587	0	0	0
b4043	b0588	1	0	0
b4043	b0589	1	0	0
b4043	b0590	1	0	0
b4043	b0591	0	0	0
b4043	b0592	1	0	0
b4043	b0593	1	0	0
b4043	b0594	1	0	0
b4043	b0595	1	0	0
b4043	b0596	1	0	0
b4043	b0597	1	0	0
b4043	b0598	0	0	0
b4043	b0599	0	0	0
b4043	b0600	1	0	0
b4043	b0601	1	0	0
b4043	b0602	1	0	0
b4043	b0603	0	0	0
b4043	b0604	1	0	0
b4043	b0605	1	0	0
b4043	b0606	1	0	0
b4043	b0607	1	0	0
b4043	b0608	1	0	0
b4043	b0610	1	0	0
b4043	b0611	0	0	0
b4043	b0612	0	0	0
b4043	b0613	1	0	0
b4043	b0614	0	0	0
b4043	b0615	0	0	0
b4043	b0616	1	0	0
b4043	b0617	0	0	0
b4043	b0618	0	0	0
b4043	b0619	0	0	0
b4043	b0620	0	0	0
b4043	b0621	0	0	0
b4043	b0622	0	0	0
b4043	b0623	1	0	0
b4043	b0624	1	0	0
b4043	b0627	1	0	0
b4043	b0628	1	0	0
b4043	b0629	0	0	0
b4043	b0630	1	0	0
b4043	b0631	1	0	0
b4043	b0632	1	0	0
b4043	b0633	1	0	0
b4043	b0634	1	0	0
b4043	b0635	1	0	0
b4043	b0636	1	0	0
b4043	b0637	1	0	0
b4043	b0638	1	0	0
b4043	b0639	1	0	0
b4043	b0640	1	0	0
b4043	b0641	0	0	0
b4043	b0642	1	0	0
b4043	b0643	0	0	0
b4043	b0644	1	0	0
b4043	b0645	0	0	0
b4043	b0646	0	0	0
b4043	b0647	0	0	0
b4043	b0648	0	0	0
b4043	b0649	0	0	0
b4043	b0650	0	0	0
b4043	b0651	1	0	0
b4043	b0652	1	0	0
b4043	b0653	1	0	0
b4043	b0654	1	0	0
b4043	b0655	1	0	0
b4043	b0656	0	0	0
b4043	b0657	1	0	0
b4043	b0658	1	0	0
b4043	b0659	1	0	0
b4043	b0660	1	0	0
b4043	b0661	1	0	0
b4043	b0662	0	0	0
b4043	b0674	1	0	0
b4043	b0675	1	0	0
b4043	b0676	0	0	0
b4043	b0677	1	0	0
b4043	b0678	0	0	0
b4043	b0679	1	0	0
b4043	b0680	1	0	0
b4043	b0681	1	0	0
b4043	b0682	0	0	0
b4043	b0683	1	0	0
b4043	b0684	0	0	0
b4043	b0685	0	0	0
b4043	b0686	0	0	0
b4043	b0687	0	0	0
b4043	b0688	0	0	0
b4043	b0689	0	0	0
b4043	b0691	0	0	0
b4043	b0692	0	0	0
b4043	b0693	0	0	0
b4043	b0694	1	0	0
b4043	b0695	1	0	0
b4043	b0696	1	0	0
b4043	b0697	1	0	0
b4043	b0698	1	0	0
b4043	b0699	0	0	0
b4043	b0700	1	0	0
b4043	b0702	0	0	0
b4043	b0703	0	0	0
b4043	b0704	0	0	0
b4043	b0705	0	0	0
b4043	b0706	0	0	0
b4043	b0707	1	0	0
b4043	b0708	1	0	0
b4043	b0709	0	0	0
b4043	b0710	1	0	0
b4043	b0711	1	0	0
b4043	b0712	1	0	0
b4043	b0713	1	0	0
b4043	b0714	0	0	0
b4043	b0715	0	0	0
b4043	b0716	1	0	0
b4043	b0717	0	0	0
b4043	b0718	0	0	0
b4043	b0719	0	0	0
b4043	b0720	1	0	0
b4043	b0721	1	0	0
b4043	b0722	1	0	0
b4043	b0723	1	0	0
b4043	b0724	1	0	0
b4043	b0726	1	0	0
b4043	b0727	1	0	0
b4043	b0728	1	0	0
b4043	b0729	1	0	0
b4043	b0730	0	0	0
b4043	b0731	0	0	0
b4043	b0732	0	0	0
b4043	b0733	1	0	0
b4043	b0734	1	0	0
b4043	b0735	0	0	0
b4043	b0736	1	0	0
b4043	b0737	1	0	0
b4043	b0738	0	0	0
b4043	b0739	0	0	0
b4043	b0740	1	0	0
b4043	b0741	1	0	0
b4043	b0742	1	0	0
b4043	b0750	1	0	0
b4043	b0751	1	0	0
b4043	b0752	1	0	0
b4043	b0753	0	0	0
b4043	b0754	0	0	0
b4043	b0755	0	0	0
b4043	b0756	0	0	0
b4043	b0757	0	0	0
b4043	b0758	0	0	0
b4043	b0759	1	0	0
b4043	b0760	0	0	0
b4043	b0761	1	0	0
b4043	b0762	0	0	0
b4043	b0763	1	0	0
b4043	b0764	0	0	0
b4043	b0765	1	0	0
b4043	b0766	0	0	0
b4043	b0767	1	0	0
b4043	b0768	1	0	0
b4043	b0769	1	0	0
b4043	b0770	0	0	0
b4043	b0771	0	0	0
b4043	b0772	0	0	0
b4043	b0773	0	0	0
b4043	b0774	1	0	0
b4043	b0775	1	0	0
b4043	b0776	1	0	0
b4043	b0777	1	0	0
b4043	b0778	1	0	0
b4043	b0779	1	1	0
b4043	b0780	0	0	0
b4043	b0781	1	0	0
b4043	b0782	1	0	0
b4043	b0783	1	0	0
b4043	b0784	1	0	0
b4043	b0785	1	0	0
b4043	b0786	0	0	0
b4043	b0787	0	0	0
b4043	b0788	1	0	0
b4043	b0789	1	0	0
b4043	b0790	1	0	0
b4043	b0791	0	0	0
b4043	b0792	0	0	0
b4043	b0793	0	0	0
b4043	b0794	0	0	0
b4043	b0795	0	0	0
b4043	b0796	0	0	0
b4043	b0797	1	0	0
b4043	b0798	1	0	0
b4043	b0799	1	0	1
b4043	b0800	1	0	0
b4043	b0801	1	0	0
b4043	b0802	0	0	0
b4043	b0803	1	0	0
b4043	b0804	1	0	0
b4043	b0805	1	0	0
b4043	b0806	0	0	0
b4043	b0807	1	0	0
b4043	b0808	1	0	0
b4043	b0809	0	0	0
b4043	b0810	1	0	0
b4043	b0811	0	0	0
b4043	b0812	1	0	0
b4043	b0813	1	0	0
b4043	b0814	0	0	0
b4043	b0815	0	0	0
b4043	b0817	0	0	0
b4043	b0818	0	0	0
b4043	b0819	1	0	0
b4043	b0820	1	0	0
b4043	b0821	0	0	0
b4043	b0822	0	0	0
b4043	b0823	0	0	0
b4043	b0824	0	0	0
b4043	b0825	0	0	0
b4043	b0826	1	0	0
b4043	b0827	1	0	0
b4043	b0828	0	0	0
b4043	b0829	0	0	0
b4043	b0830	0	0	0
b4043	b0831	0	0	0
b4043	b0832	0	0	0
b4043	b0833	0	0	0
b4043	b0834	0	0	0
b4043	b0835	1	0	0
b4043	b0836	0	0	0
b4043	b0837	1	0	0
b4043	b0838	1	0	0
b4043	b0839	1	0	0
b4043	b0840	0	0	0
b4043	b0841	0	0	0
b4043	b0842	0	0	0
b4043	b0843	0	0	0
b4043	b0844	0	0	0
b4043	b0845	1	0	0
b4043	b0846	1	0	0
b4043	b0847	0	0	0
b4043	b0848	0	0	0
b4043	b0849	0	0	0
b4043	b0850	0	0	0
b4043	b0851	0	0	0
b4043	b0852	1	0	0
b4043	b0853	0	0	0
b4043	b0854	1	0	0
b4043	b0855	1	0	0
b4043	b0856	1	0	0
b4043	b0857	1	0	0
b4043	b0858	0	0	0
b4043	b0859	0	0	0
b4043	b0860	1	0	0
b4043	b0861	0	0	0
b4043	b0862	1	0	0
b4043	b0863	0	0	0
b4043	b0864	0	0	0
b4043	b0865	0	0	0
b4043	b0866	0	0	0
b4043	b0867	1	0	0
b4043	b0868	1	0	0
b4043	b0869	1	0	0
b4043	b0870	1	0	0
b4043	b0871	1	0	0
b4043	b0872	1	0	0
b4043	b0873	0	0	0
b4043	b0874	0	0	0
b4043	b0875	1	0	0
b4043	b0876	0	0	0
b4043	b0877	0	0	0
b4043	b0878	1	0	0
b4043	b0879	1	0	0
b4043	b0880	1	0	0
b4043	b0881	1	0	0
b4043	b0882	1	0	0
b4043	b0884	1	0	0
b4043	b0885	1	0	0
b4043	b0886	0	0	0
b4043	b0887	0	0	0
b4043	b0888	1	0	0
b4043	b0889	1	0	0
b4043	b0890	1	1	0
b4043	b0891	1	0	0
b4043	b0892	1	0	0
b4043	b0893	1	0	0
b4043	b0894	0	0	0
b4043	b0895	0	0	0
b4043	b0896	0	0	0
b4043	b0897	1	0	0
b4043	b0898	1	0	0
b4043	b0899	0	0	0
b4043	b0900	1	0	0
b4043	b0901	0	0	0
b4043	b0902	1	0	0
b4043	b0903	0	0	0
b4043	b0904	0	0	0
b4043	b0905	1	0	0
b4043	b0906	0	0	0
b4043	b0907	1	0	0
b4043	b0908	0	0	0
b4043	b0909	1	0	0
b4043	b0910	1	0	0
b4043	b0911	1	0	0
b4043	b0912	1	0	0
b4043	b0913	1	0	0
b4043	b0914	1	0	0
b4043	b0915	1	0	0
b4043	b0916	1	0	0
b4043	b0917	1	0	0
b4043	b0918	1	0	0
b4043	b0919	0	0	0
b4043	b0920	0	0	0
b4043	b0921	1	0	0
b4043	b0922	0	0	0
b4043	b0923	0	0	0
b4043	b0924	0	0	0
b4043	b0925	0	0	0
b4043	b0926	0	0	0
b4043	b0927	1	0	0
b4043	b0928	0	0	0
b4043	b0929	0	0	0
b4043	b0930	0	0	0
b4043	b0931	1	0	0
b4043	b0932	1	0	0
b4043	b0933	1	0	0
b4043	b0934	1	0	0
b4043	b0935	1	0	0
b4043	b0936	1	0	0
b4043	b0937	1	0	0
b4043	b0938	0	0	0
b4043	b0939	0	0	0
b4043	b0940	1	0	0
b4043	b0941	0	0	0
b4043	b0942	0	0	0
b4043	b0943	0	0	0
b4043	b0944	0	0	0
b4043	b0945	1	0	0
b4043	b0946	0	0	0
b4043	b0947	1	0	0
b4043	b0948	1	0	0
b4043	b0949	1	0	0
b4043	b0950	0	0	0
b4043	b0951	0	0	0
b4043	b0952	0	0	0
b4043	b0953	1	0	0
b4043	b0954	1	0	0
b4043	b0955	1	0	0
b4043	b0956	0	0	0
b4043	b0957	0	0	0
b4043	b0958	0	1	0
b4043	b0959	0	1	0
b4043	b0960	1	0	0
b4043	b0961	0	0	0
b4043	b0962	0	0	0
b4043	b0963	0	0	0
b4043	b0964	0	0	0
b4043	b0965	0	0	0
b4043	b0966	0	0	0
b4043	b0967	1	0	0
b4043	b0968	1	0	0
b4043	b0969	1	0	0
b4043	b0970	1	0	0
b4043	b0972	0	0	0
b4043	b0973	0	0	0
b4043	b0974	0	0	0
b4043	b0975	0	0	0
b4043	b0976	0	0	0
b4043	b0977	0	0	0
b4043	b0978	1	0	0
b4043	b0979	1	0	0
b4043	b0980	0	0	0
b4043	b0981	1	0	0
b4043	b0982	1	0	0
b4043	b0983	1	0	0
b4043	b0984	0	0	0
b4043	b0985	0	0	0
b4043	b0986	0	0	0
b4043	b0987	0	0	0
b4043	b0988	0	0	0
b4043	b0989	0	0	0
b4043	b0990	1	0	0
b4043	b0991	0	0	0
b4043	b0992	1	0	0
b4043	b0993	0	0	0
b4043	b0994	0	0	0
b4043	b0995	1	0	0
b4043	b0996	0	0	0
b4043	b0997	0	0	0
b4043	b0998	0	0	0
b4043	b0999	0	0	0
b4043	b1000	0	0	0
b4043	b1001	0	0	0
b4043	b1002	0	0	0
b4043	b1003	0	0	0
b4043	b1004	1	0	0
b4043	b1006	0	0	0
b4043	b1007	1	0	0
b4043	b1008	0	0	0
b4043	b1009	1	0	0
b4043	b1010	0	0	0
b4043	b1011	1	0	0
b4043	b1012	0	0	0
b4043	b1013	1	0	0
b4043	b1014	1	0	0
b4043	b1015	1	0	0
b4043	b1018	0	0	0
b4043	b1019	0	0	0
b4043	b1020	0	0	0
b4043	b1021	0	0	0
b4043	b1022	1	0	0
b4043	b1023	0	0	0
b4043	b1024	0	1	0
b4043	b1025	1	0	0
b4043	b1026	1	0	0
b4043	b1027	0	0	0
b4043	b1028	0	0	0
b4043	b1029	0	0	0
b4043	b1033	1	0	0
b4043	b1034	0	0	0
b4043	b1035	0	0	0
b4043	b1036	0	0	0
b4043	b1037	0	0	0
b4043	b1038	0	0	0
b4043	b1039	0	0	0
b4043	b1040	0	0	0
b4043	b1041	0	0	0
b4043	b1042	0	0	0
b4043	b1043	0	0	0
b4043	b1044	0	0	0
b4043	b1045	1	0	0
b4043	b1046	1	0	0
b4043	b1047	0	0	0
b4043	b1048	1	0	0
b4043	b1049	1	0	0
b4043	b1050	0	0	0
b4043	b1051	0	0	0
b4043	b1053	0	0	0
b4043	b1054	1	0	0
b4043	b1055	1	0	0
b4043	b1056	1	0	0
b4043	b1057	1	0	0
b4043	b1058	0	0	0
b4043	b1059	0	0	0
b4043	b1060	0	0	0
b4043	b1061	0	1	0
b4043	b1062	1	0	0
b4043	b1063	0	0	0
b4043	b1064	1	0	0
b4043	b1065	0	0	0
b4043	b1066	1	0	0
b4043	b1067	1	0	0
